Published date,tweet
2021-06-27 09:55:05,"RT @publicroad: “There’s that special sweetness, and it keeps drawing you in.” In the wake of a contentious political skirmish, @elizabethj…"
2021-06-27 09:25:03,"Every year, we ask high school seniors to send us their college application essays that touch on money, work or soc… https://t.co/QvEzvKpgow"
2021-06-27 08:43:02,"There is no evidence that working in person is essential for creativity and collaboration, experts say. It may even… https://t.co/SF4GrDndjE"
2021-06-27 08:25:05,"Scientists announced that a massive fossilized skull that is at least 140,000 years old may be a new species of anc… https://t.co/7pWOtHMfxY"
2021-06-27 07:42:06,"George Clooney, Don Cheadle, Eva Longoria are underwriting a new public high school in Los Angeles, the latest in a… https://t.co/WDmXaHAlzD"
2021-06-27 07:25:04,"New York’s party-boat fishermen are a dwindling breed. In the 1970s, there were about 40 party boats operating in t… https://t.co/ldCLCv4h8x"
2021-06-27 06:40:02,"Last year, ski resorts were overrun by travelers in search of space and fresh air. Visitors this summer can expect… https://t.co/9msd7twbGY"
2021-06-27 06:25:08,"Emily Oster, an economist, offers data-driven advice about parenting during the pandemic, casting doubt on the bene… https://t.co/1pcUycjjS0"
2021-06-27 05:55:00,"🎶 When an eel climbs a ramp to eat squid from a clamp, that’s a moray

When an eel wants a squid that’s on land — g… https://t.co/rkQOvOEwjf"
2021-06-27 05:25:05,"A humble waiter, orphaned at birth, has quite a tale to tell: He claims he is the son of former King Juan Carlos of… https://t.co/BWJ8CT6WhN"
2021-06-27 04:55:06,"Disney’s “The Hunchback of Notre Dame” was released 25 years ago this month.
“That’s the most R-rated G you will ev… https://t.co/kYIwNbxVBc"
2021-06-27 04:25:01,"In @nytopinion:   
“For the second time in 50 years, there are questions about whether we are dealing with a pandem… https://t.co/c3A1Cn8Dvj"
2021-06-27 03:55:03,"With her graceful, one-of-a-kind style — a blend of bhangra, Bollywood, hip-hop and giddha, another Punjabi folk da… https://t.co/Kn4d8ZIZ4R"
2021-06-27 03:25:03,"Earth and Venus are the same size, are right next to each other and are made of the same star stuff. But Earth beca… https://t.co/yPtPpzw3Gi"
2021-06-27 02:55:05,"When the pandemic upended Hollywood, the actors and friends Haylie Duff, Jamie-Lynn Sigler and Becca Tobin made a p… https://t.co/EeC46Lmsaa"
2021-06-27 02:25:03,"Operating in a legal gray area, a new ""smokeeasy"" in Manhattan provides a space for members to light up.
https://t.co/IVyTo7jZxH"
2021-06-27 01:55:05,"“In the Heights,” set in the predominantly Afro-Dominican New York neighborhood Washington Heights, didn’t cast dar… https://t.co/sgd1Xa1NhZ"
2021-06-27 01:25:05,One expert found that contemporary open offices led to 70% fewer face-to-face interactions. People didn’t find it h… https://t.co/1b0XtgTMu8
2021-06-27 01:11:13,President Biden did damage control after his stray comment threatened to upend a bipartisan infrastructure deal. He… https://t.co/Is7tGV7iQY
2021-06-27 00:40:03,"Adopting cats and dogs has gotten harder, and it’s not just because of the pandemic. Seven-page applications, home… https://t.co/cOzXhZg5Tw"
2021-06-27 00:25:03,"If musical instruments were people, trumpets would be super spreaders. That poses a potential problem for orchestra… https://t.co/jM4RMQM5af"
2021-06-26 23:25:02,"In addition to tips from the Before Times — get your car serviced, load up on snacks and be open to the possibility… https://t.co/89BM2Mkomy"
2021-06-26 23:05:06,"In Opinion 
What's it like to come out during a pandemic? “Having that kind of toxic homophobia confined to a Zoom… https://t.co/hknjl9GGkz"
2021-06-26 22:40:06,"The sacrament of holy communion is the most personal and intimate way Catholics connect with God and one another, p… https://t.co/YS08r28BK1"
2021-06-26 22:25:01,"From an old-fashioned network sitcom to a wacky anime sending up yakuza movies, here are 10 things to catch up on n… https://t.co/XtLzncJ2Yf"
2021-06-26 21:52:47,"RT @JulietMacur: Before the men's Olympic team is announced, USA Gymnastics is introducing its newest Hall of Fame  inductees here in the a…"
2021-06-26 21:40:01,El Palo Alto — a redwood tree that has long served as the 120-foot-tall symbol of Palo Alto — still stands after ne… https://t.co/yA5ks9MAJy
2021-06-26 21:30:09,President Biden backed away from comments that imperiled a bipartisan deal for $579 billion in new infrastructure s… https://t.co/pLwBdV5Qju
2021-06-26 21:25:04,"As vaccination levels rise and Americans head back to the roads and skies, sober travel, a subset of vacations once… https://t.co/dDRCrlBtt4"
2021-06-26 21:15:07,RT @shearm: NEW — President Biden’s push to put equity at the center of government decision-making is running into some legal and political…
2021-06-26 21:05:04,"The U.S. Olympic gymnastics trials, starring Simone Biles, will run through Sunday in St. Louis to determine which… https://t.co/3dhY2ZADsw"
2021-06-26 20:55:02,The NCAA Division I baseball committee released a vague statement early Saturday that resulted in the elimination o… https://t.co/lZuAVwR8Qz
2021-06-26 20:40:04,"In “The Medici: Portraits and Politics, 1512-1570,” a new show at the Metropolitan Museum of Art, we join the famou… https://t.co/9oICOMnzUs"
2021-06-26 20:25:03,"After the collapse of Champlain Towers South, attention is turning now to Champlain Towers North, an adjacent tower… https://t.co/GbyzpSpckq"
2021-06-26 20:05:04,Who will trim the hedgerow or mix the cocktails? A worker shortage has Hamptons businesses scrambling for staff. https://t.co/larxUdJt5Q
2021-06-26 19:54:42,"RT @nytopinion: ""As long as Republicans are able to maintain a system in which they can rely on the politics of white identity, as the Demo…"
2021-06-26 19:40:03,What better way to celebrate our renewed social lives than sharing a sandwich that’s practically the size of a smal… https://t.co/npa6M31e1M
2021-06-26 19:25:05,"The other thing humans love, besides their own birthdays: being acknowledged by other humans. It’s part of what mak… https://t.co/W37VFjbCXc"
2021-06-26 18:55:04,"It's the weekend and here's The Weekender: 11 handpicked stories for you to enjoy.
https://t.co/aWOueiWgR0"
2021-06-26 18:40:02,"Catching Covid-19 when you’re fully vaccinated is rare, but it can happen. Here’s what to do if you test positive. https://t.co/RODLWjGq72"
2021-06-26 18:25:03,"Before he was a big star, Jean-Michel Basquiat was a graffiti artist. He and a band of fellow teenagers used New Yo… https://t.co/Y5XYkpXkWc"
2021-06-26 18:20:00,Mayor Daniella Levine Cava of Miami-Dade County said the 30-day audit would confirm that buildings 40 years or olde… https://t.co/OufuXyJFRH
2021-06-26 18:16:00,"Officials in Miami-Dade County said on Saturday that a fire deep within the debris of the building in Surfside, Fla… https://t.co/bqCG7lRrK9"
2021-06-26 18:01:08,"“Those of us who make these rules have got to stick by them,” Matt Hancock, the British health minister who spearhe… https://t.co/tNIYGjINtv"
2021-06-26 17:40:02,"Elegant ceramics. Powerful photos. Bizarre sculptures. If you’re in New York, these art exhibitions are for you. https://t.co/0UarnuzBTx"
2021-06-26 17:25:04,Doctors strongly discourage people from scraping inside their ears. But knowing better and doing it anyway is part… https://t.co/xbeKIbbIDJ
2021-06-26 16:40:02,"“Mi padre era un enigma para mí. Después de su desaparición, pasé años creyendo que jamás resolvería el rompecabeza… https://t.co/8T11vB0FYf"
2021-06-26 16:30:09,"The Sudanese deposed a dictator, but some fear that true stability can never come until the truth is revealed about… https://t.co/CtQLenT92J"
2021-06-26 16:25:05,"Celebrating Pride in NYC this weekend? Here’s a handy guide to the parties, demonstrations and family celebrations… https://t.co/U5SUkjAOoa"
2021-06-26 16:20:05,RT @ShaneGoldmacher: NEWS: The dirty little secret of online fund-raising has long been that deceptive tactics grab cash from unsuspecting…
2021-06-26 16:15:04,"This combination of still-warm bread, melting ice cream and strawberries is bliss. https://t.co/kQb3ArpG84"
2021-06-26 15:59:07,"RT @jimtankersley: Lost in the politics of the last 24 hours is the substance of the bipartisan infrastructure deal. Pending key details, e…"
2021-06-26 15:40:55,"Four people died after a hot-air balloon crashed into a power line in Albuquerque, N.M., on Saturday morning, the a… https://t.co/RPyIQn0ZTp"
2021-06-26 15:35:03,"Smoke from a fire deep within the debris of the collapsed Champlain Towers South condominium in Surfside, Fla., has… https://t.co/7gOYNzEKmm"
2021-06-26 15:30:06,RT @RorySmith: You can make a case that Ciro Immobile is one of the most effective strikers in the world. And you can make a case that he’s…
2021-06-26 15:24:19,Breaking News: Johnson &amp; Johnson will pay New York $230 million under a settlement that ensures it leaves the U.S.… https://t.co/StCu2Mf7FB
2021-06-26 15:16:03,"Do you have Queen Bee Energy? Play today's Spelling Bee.
https://t.co/53bnb43H9R https://t.co/HibVLZVgrF"
2021-06-26 15:10:07,"RT @nytopinion: ""Britney Spears is not the only woman in the public eye who has long been privately controlled, but she might be one of the…"
2021-06-26 15:05:06,"What unites these summer recipes?  They must be bright and quick, with absolutely no oven required. https://t.co/KbtsY33MRC"
2021-06-26 15:00:15,"The spicy peanut sauce includes the following ingredients: peanut butter, soy sauce, maple syrup, lime juice, sesam… https://t.co/nuE9v2Z0hk"
2021-06-26 14:59:04,"“Vaccination cards, P.C.R. tests or recovery certificates shall not be required any longer,” Spain's tourism office… https://t.co/8nq0WJct3W"
2021-06-26 14:55:04,"What can you get for $730,000 in California? A 1914 cottage in Sonoma, a bungalow in Oakland or a one-bedroom condo… https://t.co/xKU5AM93sh"
2021-06-26 14:40:05,"RT @katieglueck: NEW: “We don’t want fancy candidates.”

The NYC mayor’s race isn’t over, but Eric Adams is already wading into national De…"
2021-06-26 14:30:12,A bystander who intervened in the shooting of a police officer in Colorado on Monday by shooting the gunman was him… https://t.co/FoLq8wBK3y
2021-06-26 14:25:05,Here's why you should grill your oysters this summer — plus three vibrant ways to finish them. https://t.co/eneqhLGO9J
2021-06-26 14:00:28,"RT @williaqj: In your @nytimes this Sunday, 6/27, the June issue of The New York Times for Kids!! https://t.co/EeEeeqazMa"
2021-06-26 13:55:01,Pinning okra together with skewers to form rafts is the easiest way to grill them. https://t.co/UfiW3AMFOA
2021-06-26 13:45:03,"For decades, they have opened doors for L.G.B.T.Q. people of color through their art, activism, entrepreneurship an… https://t.co/RFqOJArfOA"
2021-06-26 13:40:02,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers. https://t.co/geXTrh7QQ7
2021-06-26 13:30:07,The TSA is resuming self-defense classes for airline crew members to handle tense and violent situations with passe… https://t.co/k3hmOvDGxt
2021-06-26 13:25:00,"In five swipes, see how “I ❤️ NY” came to be. https://t.co/pNYxtSZ2V4"
2021-06-26 13:16:04,"RT @julieturkewitz: As the pandemic continues to pummel Latin America, *100 million children* are still in full or partial distance learnin…"
2021-06-26 13:15:01,"RT @julieturkewitz: Deep into the second year of the pandemic, Latin America faces an education crisis. The region accounts for less than 1…"
2021-06-26 13:14:38,"RT @julieturkewitz: THREAD: Gloria's daughters dropped out of school a year ago, when the pandemic began. 

Her sons haven't seen a classro…"
2021-06-26 13:05:06,"Obsessed with crab rangoon? For this version of the classic dish, try Dungeness crab meat with scallions and lemon… https://t.co/ueN29KM0qJ"
2021-06-26 12:59:04,"The recent resurgence of the far right in Germany has deep roots. Our new podcast, Day X, explores the country’s ch… https://t.co/qnZmCtDl62"
2021-06-26 12:55:04,An engineer warned in 2018 of “major structural damage” at the Florida condo building that collapsed this week as m… https://t.co/u9byTPc1BE
2021-06-26 12:40:06,Can progressives win broad numbers of the Black and brown voters they say their policies will benefit most? That pr… https://t.co/y9qJ0ULEQR
2021-06-26 12:25:05,"If you’re looking for Pride parties and marches in New York City this weekend, there’ll be no shortage of options.… https://t.co/eiDXVc1kB4"
2021-06-26 12:00:17,Our TV critics' list of the best American comedies of the 21st century annoyed many readers by leaving off their fa… https://t.co/PavPyRTPP4
2021-06-26 11:30:12,"RT @PatriciaMazzei: The people inside the 13-story Champlain Towers condo complex reflected Miami’s global reach, where conversations in En…"
2021-06-26 11:00:13,"The pregnancy horror film “False Positive” deals with modern childbirth, a process that the film’s co-writer and st… https://t.co/qpAbbzX3oA"
2021-06-26 10:31:04,Many men say they are reluctant to take paternity leave because they worry it will hurt their careers. A new study… https://t.co/eEwFp8Zeus
2021-06-26 10:00:09,"RT @nytfood: As Gourmet magazine’s staff photographer, Romulo Yanes photographed dozens of dishes per day. To better understand his subject…"
2021-06-26 09:39:38,Breaking News: An engineer warned in 2018 of “major structural damage” at the Florida condo building that collapsed… https://t.co/wVmTgNGRBn
2021-06-26 09:30:09,"Valérie Bacot, a French woman who said her stepfather, who later became her husband, abused her and forced her into… https://t.co/A7PiR7mOVp"
2021-06-26 09:00:10,"Prosecutors in France said on Friday that they had dropped their investigation into accusations of rape, sexual ass… https://t.co/nTNcgTESw7"
2021-06-26 08:00:07,"There were fierce, emotional arguments about Hungary’s new sex education law, which critics say targets the LGBTQ c… https://t.co/H0kYDQoLi8"
2021-06-26 07:00:16,"Tourists, dressed in replica Red Army costumes, raise their right fists and pledge their allegiance to the Chinese… https://t.co/iVjNAo9q10"
2021-06-26 06:00:10,Black creators on TikTok have begun a viral campaign — echoing messages in the music video for Megan Thee Stallion’… https://t.co/xeudbtZ7jg
2021-06-26 05:30:06,"RT @nytimesworld: President Iván Duque of Colombia said he was inside a helicopter that was shot at Friday afternoon, in an attack that he…"
2021-06-26 05:00:14,"Swipe through to watch the best moments from late night this week. 📺 →
https://t.co/3vyD5KSaq2"
2021-06-26 04:30:08,"RT @christophclarey: 21 American women in the Wimbledon singles draw and that's without the injured Jennifer Brady.

21 is the most at Wimb…"
2021-06-26 04:00:10,A New York Times photographer witnessed Afghanistan’s elite forces on a recent night raid as they disrupted Taliban… https://t.co/JgcBIrCnmY
2021-06-26 03:40:02,8 new books recommended by critics and editors at The New York Times. https://t.co/hqDUmkZkPj
2021-06-26 03:30:04,"The chief said that the bystander’s actions saved lives and that what he did “can only be described as decisive, co… https://t.co/SK5FxbkQGR"
2021-06-26 03:20:05,RT @lukebroadwater: Officer Fanone said the GOP strategy appears to be to make voters forget the Jan. 6 siege before the midterm elections.…
2021-06-26 03:10:05,The Republican-controlled State Legislature in Arizona voted Thursday to revoke the Democratic secretary of state’s… https://t.co/NrJQl8WJg3
2021-06-26 03:00:11,"The Supreme Court ruled that Alaska Native corporations, for-profit businesses that serve tribal villages in Alaska… https://t.co/4Cf1G9NuXZ"
2021-06-26 02:40:09,"Richard Meislin was a computer whiz, accomplished foreign correspondent and visionary newsroom leader who, in a 40-… https://t.co/BrAihQMP1p"
2021-06-26 02:30:05,"Emergency responders in Surfside, Florida, were still in rescue mode — looking to find people alive — even though n… https://t.co/8v7Wpzv658"
2021-06-26 02:20:05,RT @maggieNYT: West Wing aides drafted an Insurrection Act proclamation during the June 1 protests as a break-glass measure if Washington D…
2021-06-26 02:00:04,How many words can you make with 7 letters? Try today’s Spelling Bee. https://t.co/4uNU6xOX0G https://t.co/mLUqbw3bZ9
2021-06-26 01:50:02,"RT @PatriciaMazzei: I wish I had better news. 

No survivors had been found Friday, and the number of people unaccounted for rose to more t…"
2021-06-26 01:40:04,A police officer who was beaten at the U.S. Capitol on Jan. 6 asked the top House Republican to publicly denounce h… https://t.co/kJAUNI4tkj
2021-06-26 01:30:13,"A 27-year-old man on parole was arrested on Friday in a brazen, broad-daylight shooting in the Bronx that gained wi… https://t.co/GwmYaZaOm1"
2021-06-26 01:20:08,"RT @NickAtNews: DEREK CHAUVIN SENTENCING:

• Gianna Floyd, 7, tells judge she misses her dad
• Breaking silence, Chauvin's mom says he's in…"
2021-06-26 01:00:08,"A “beautiful family” with two daughters, a young married couple, a single father: They are among the 159 missing in… https://t.co/obLWvT5jha"
2021-06-26 00:50:04,"RT @JulietMacur: Jordan Chiles nailed her uneven bars routine and I swear, among the thousands of fans inside this gigantic stadium, I hear…"
2021-06-26 00:40:09,These fonts are puzzles. Can you solve them? https://t.co/WByvKQXewx
2021-06-26 00:20:07,"RT @DanBilefsky: In this week’s Canada Letter, a residential school survivor recalls his harrowing experiences at a church-run school in Qu…"
2021-06-26 00:00:07,"Gianna Floyd, 7, said in a video that she missed her father and wished she could play with him again. Derek Chauvin… https://t.co/s7oKNZhHO7"
2021-06-25 23:45:05,"RT @JulietMacur: Here's a primer on the 2021 U.S. Olympic gymnastics trials, which are live now on NBC. Click for the info., stay for the p…"
2021-06-25 23:40:04,The version of Ilana Glazer you meet in “False Positive” is very different from her happy-go-lucky “Broad City” TV… https://t.co/PGm2TA2SNY
2021-06-25 23:20:03,"RT @NickAtNews: George Floyd's relatives react to the 22.5 year sentence for Derek Chauvin.

COUSIN: ""We didn't get what we wanted.""

NEPHE…"
2021-06-25 23:00:11,"An earthquake with a preliminary magnitude of 2.6 was detected in Baltimore County, Maryland, on Friday, the U.S. G… https://t.co/0ZF3k7F7nD"
2021-06-25 22:50:16,"RT @PatriciaMazzei: A small memorial to the missing has gone up near the Champlain Towers South condo complex collapse in Surfside, Fla., a…"
2021-06-25 22:40:02,"Three other officers who were on the scene where Derek Chauvin killed George Floyd still face their own charges, in… https://t.co/T1C43H63v1"
2021-06-25 22:20:09,RT @nytmike: NEW: Trump expressed so much interest in using active duty troops in response to the protests after the killing of George Floy…
2021-06-25 22:00:15,"Carl Nassib wondered if football was the right choice and frequently asked himself, “Am I on the right path?” The R… https://t.co/Mbhe8nl8ut"
2021-06-25 21:45:03,"The Pacific Northwest is set to experience a record-breaking heat wave this weekend. In Seattle and Portland, where… https://t.co/bwYwxzZfFh"
2021-06-25 21:30:08,Pretrial orders meant to shield someone from an abusive partner have long been misused. Like in the case of Shamika… https://t.co/acXBfhPzdp
2021-06-25 21:15:05,"The “Fast &amp; Furious” movies still involve cars moving at breakneck speeds, but also high-stakes espionage, military… https://t.co/TGbmKDyWJY"
2021-06-25 21:07:39,RT @amyjharris: 1/ NEW: This week the @nytimes filed a lawsuit against New York City to get basic information about the city's homeless she…
2021-06-25 21:00:16,"Science can now pull carbon out of the air and use it to make carpets, plastics, jet fuels, diesel, chemicals, buil… https://t.co/2Qu3e4rYwt"
2021-06-25 20:55:04,"RT @ByMikeBaker: Over the past century, Seattle's official weather stations have recorded three 100-plus days. By early next week, the city…"
2021-06-25 20:51:33,Breaking News: A newly released U.S. report on unidentified flying objects says 143 sightings since 2004 remain une… https://t.co/6y3XrdGeJD
2021-06-25 20:45:06,"A slim majority of Americans say it is time for enhanced unemployment benefits to end, according to a survey of 2,6… https://t.co/DdCrodEP6M"
2021-06-25 20:44:51,"As part of his sentence, Derek Chauvin must register as a predatory offender and will be prohibited from possessing… https://t.co/0FjKWjB9iT"
2021-06-25 20:43:59,"""Mr. Chauvin, rather than pursuing the [Minneapolis Police Department] mission, treated Mr. Floyd without respect a… https://t.co/pu5QQL57HW"
2021-06-25 20:35:01,"Before Derek Chauvin's sentencing, George Floyd’s nephew, Brandon Williams, addressed the court on behalf of the Fl… https://t.co/E1tOHvimnv"
2021-06-25 20:25:04,"Outside the courthouse in Minneapolis, curses erupted as Derek Chauvin's sentence was announced: “That’s not justic… https://t.co/c7bOrwYfAr"
2021-06-25 20:23:40,"Judge Peter Cahill sentenced Derek Chauvin to serve 10 years longer than the presumptive sentence for his offense,… https://t.co/HMWsVQolmi"
2021-06-25 20:06:37,Breaking News: Derek Chauvin was sentenced to 22 and a half years in prison for the murder of George Floyd. https://t.co/CKQtJC0LKc
2021-06-25 20:02:14,"Breaking News: Derek Chauvin was sentenced to 22 and a half years in prison for the murder of George Floyd, in a ca… https://t.co/o54YWGPSlb"
2021-06-25 19:55:11,Judge Peter Cahill is announcing Derek Chauvin's sentence in the murder of George Floyd. Watch live: https://t.co/L5hk2BBNCJ
2021-06-25 19:54:25,"Derek Chauvin spoke directly to George Floyd’s family for the first time on Friday: ""I want to give my condolences… https://t.co/4LwuXULt57"
2021-06-25 19:52:30,"RT @NickAtNews: NEW: Derek Chauvin spoke directly to George Floyd's family for the first time today, telling them briefly in court that he…"
2021-06-25 19:42:35,"Derek Chauvin’s mother, speaking publicly for the first time, said in court that her son had wrongly been described… https://t.co/znx1A3N2eO"
2021-06-25 19:41:49,"“The death of George Floyd was tragic,” said Derek Chauvin's lawyer, Eric Nelson, at Chauvin's sentencing hearing.… https://t.co/Wz2arT9Vru"
2021-06-25 19:30:04,"Germany’s post-war “defensive democracy” was designed to protect itself from internal threats. But today, it faces… https://t.co/Hf0zYLC3PV"
2021-06-25 19:21:47,"Derek Chauvin's mother, Carolyn Pawlenty, addressed the court for the first time at his sentencing hearing. ""My son… https://t.co/wQJFB5xBIs"
2021-06-25 19:20:03,Cargo ships belch as much carbon into the air each year as the entire continent of South America. Can wind propulsi… https://t.co/lpFpOcNARr
2021-06-25 19:06:49,George Floyd's 7-year-old daughter Gianna spoke about him in a video played during the sentencing hearing for Derek… https://t.co/6ldD5GpL3k
2021-06-25 18:55:49,"George Floyd's nephew, Brandon, asked for the maximum possible sentence for Derek Chauvin. That's 40 years for seco… https://t.co/Gq1qMvjxU9"
2021-06-25 18:50:02,"The Justice Department sued Georgia over a new voting law passed by the state’s Republican-led legislature, Attorne… https://t.co/WDeHGho9qF"
2021-06-25 18:49:26,"RT @NickAtNews: Gianna Floyd, the 7-year-old daughter of George Floyd, said in a video played in court that she missed and loved her dad.…"
2021-06-25 18:40:57,"Gianna Floyd, the 7-year-old daughter of George Floyd, said in a video played at Derek Chauvin's sentencing hearing… https://t.co/GFykTjgjHH"
2021-06-25 18:40:05,To-go cocktails are no more in New York City as of Friday. Gov. Andrew Cuomo abruptly ended New York’s coronavirus… https://t.co/WJBCq4b4Jj
2021-06-25 18:33:55,"The sentencing hearing for Derek Chauvin, who was convicted of murdering George Floyd, is starting now. Watch live… https://t.co/4bCIeDuahA"
2021-06-25 18:32:34,"As many as 159 people remained unaccounted for Friday morning, as rescuers used trained dogs and sonar in the ongoi… https://t.co/dI61BFaNnT"
2021-06-25 18:16:43,"Inspired by theorems or open problems, the fonts — and the messages they compose — can usually be read only after s… https://t.co/eGpxP0YxR1"
2021-06-25 18:16:43,"In 2002 Erik Demaine was conferred the title of “Tetris Master” by the Harvard Tetris Society.

Last fall, the Dema… https://t.co/A10qnpm3Vw"
2021-06-25 18:16:38,"A Sudoku font works as follows: First, start with one of their Sudoku puzzles and solve it. Next, draw a line conne… https://t.co/5uyqd0kHuB"
2021-06-25 18:16:35,"Another font, proposed by the computer scientist Donald Knuth, has as its distinguishing characteristic that all le… https://t.co/6wzcWfkGoA"
2021-06-25 18:16:34,"One font, a homage to the mathematician and juggler Ron Graham, who died in 2020, draws its letters from the patter… https://t.co/2o0K1MOYON"
2021-06-25 18:15:01,"Math + art = fun

Erik and Martin Demaine, a father-and-son team of “algorithmic typographers,"" have created a suit… https://t.co/15gEHsFi4G"
2021-06-25 18:06:06,"Derek Chauvin, the ex-police officer who was convicted of murdering George Floyd, has been held in solitary confine… https://t.co/TjEyXKHt8F"
2021-06-25 18:00:05,Investigators trying to piece together what caused a condo building near Miami to collapse are likely to look at co… https://t.co/wKy6PDBFbg
2021-06-25 17:45:01,"After weeks of requests, Michael Fanone, a D.C. police officer injured during the Jan. 6 riot, said he has secured… https://t.co/i4cVjE2wDH"
2021-06-25 17:30:05,The “beautiful family” in 802; the young married couple in 804; the single father in 801 who coached his son’s base… https://t.co/qoXXdJWXBh
2021-06-25 17:20:14,"Photographers at the site of the partially collapsed condo complex in Surfside, Florida, captured emergency crews s… https://t.co/oGbXPppWLT"
2021-06-25 17:12:01,"A humble waiter, orphaned at birth, has quite a tale to tell: He claims he is the son of former King Juan Carlos of… https://t.co/td9iEHu0WM"
2021-06-25 17:05:07,'Dragon Man’ skull found in China may be a new human species https://t.co/Dy6YbwnVO6
2021-06-25 17:01:30,RT @Jonesieman: Breaking: The Manhattan district attorney's office is considering criminal charges against The Trump Organization itself. T…
2021-06-25 17:00:42,An indictment of the Trump Organization would mark the first criminal charges to emerge from the Manhattan district… https://t.co/820huosSUe
2021-06-25 16:59:14,The Manhattan district attorney’s office is said to have told Donald Trump's lawyers that it's considering filing c… https://t.co/ECqLSxoMu8
2021-06-25 16:45:06,Celebrity Cruises on Saturday will be the first cruise line to resume sailing from a U.S. port. The ship will sail… https://t.co/UopVJXBsor
2021-06-25 16:30:16,"The U.S. Olympic gymnastics trials, starring Simone Biles, will run through Sunday in St. Louis to determine which… https://t.co/3C7QOgM9Sw"
2021-06-25 16:21:01,"The Justice Department is suing over Georgia's restrictive voting law. Here's our look at what the law does, includ… https://t.co/d9cWDEHd3B"
2021-06-25 16:15:08,"The New York City Pride March is not for everyone — “Real pride is not rainbow capitalism,” one activist said. Here… https://t.co/m7Sjgk1OYd"
2021-06-25 16:06:48,"The Supreme Court ruled on Friday that Alaska Native corporations, for-profit businesses that serve tribal villages… https://t.co/NAIcTt4Q3B"
2021-06-25 16:00:12,"The House voted to restore federal regulations on methane, a potent planet-warming pollutant. Donald Trump’s admini… https://t.co/1iOKrrqSyc"
2021-06-25 15:50:02,"Derek Chauvin, the former police officer convicted of murdering George Floyd, will be sentenced Friday. Prosecutors… https://t.co/MOBXrzn1JY"
2021-06-25 15:40:09,"A young college-age couple. A father and a son. A teacher.

As rescuers continued to comb through debris and rubble… https://t.co/n7G18I0rCx"
2021-06-25 15:27:04,"RT @TaylorLorenz: I wrote about the Black TikTok creator ""strike"" and shifting norms around labor and the creator economy https://t.co/lp5D…"
2021-06-25 15:22:54,"As many as 159 people remained unaccounted for Friday morning, dozens more than officials had previously estimated,… https://t.co/SzHufanb4r"
2021-06-25 15:15:19,"RT @ktbenner: Garland will say at today’s presser that the Justice Dept is suing GA over its election law, arguing that it disenfranchises…"
2021-06-25 15:12:10,The Justice Department is suing Georgia over a new voting law passed by the state’s Republican-led legislature. The… https://t.co/xlFZOEjFnF
2021-06-25 15:10:31,"RT @carlzimmer: Dragon Man: is he a new species of human, or the face of Denisovans discovered at last? Here’s my @nytimes story on a gorge…"
2021-06-25 15:10:03,"RT @adamgoldmanNYT: NEW: Inside a secret spying operation to infiltrate progressive groups, political campaigns and the offices of elected…"
2021-06-25 15:03:55,"“It’s a beautiful thing,” said one expert of the fossil, which was discovered in China. “You dream of finding this… https://t.co/eZ7FMF0wwq"
2021-06-25 15:03:07,"Breaking News: Scientists announced that a massive fossilized skull that is at least 140,000 years old may be a new… https://t.co/6BP2zAKxFM"
2021-06-25 14:59:33,"Breaking News: The Justice Department is suing Georgia over its new voting law, a major step by the Biden administr… https://t.co/EI131cBcGa"
2021-06-25 14:50:15,The Biden administration is said to be planning how to phase out a Trump-era rule that has allowed border agents to… https://t.co/lX1KrbNH8l
2021-06-25 14:40:06,"After the collapse of an apartment building in Surfside, Florida, many have been looking for ways to help the survi… https://t.co/BRVqMcPUPK"
2021-06-25 14:30:03,"RT @melenar: I spoke to Rita Moreno about racism, activism, being a sex symbol, dating Brando, and retaining ambition at nearly 90.  https:…"
2021-06-25 14:20:05,"RT @TinaJordanNYT: At the Book Review, we love a good word game (and even have a *mostly* friendly competition to see who can reach Queen B…"
2021-06-25 14:15:40,Read his 2018 essay about what happened when his voice changed. https://t.co/BOfWjApo0R
2021-06-25 14:15:05,"In Opinion

10 years ago, “trans visibility was still a nascent strategy in the struggle for our civil rights,” say… https://t.co/calwxENZVL"
2021-06-25 14:10:07,"In Opinion

“For the second time in 50 years, there are questions about whether we are dealing with a pandemic caus… https://t.co/Sww2HkdD4t"
2021-06-25 14:07:01,A 2019 article that told his love story — a reunion 72 years in the making — touched readers around the world. Read… https://t.co/1Xcx5o29Eu
2021-06-25 14:05:07,"Born in Poland in 1926, David Wisnia, who endured Auschwitz, where he met and fell in love with another prisoner, d… https://t.co/Ck5sgFB6CV"
2021-06-25 14:00:10,"Louisiana is holding a lottery in a bid to boost the state’s lagging vaccination rate.

The incentive, unveiled las… https://t.co/b5masujZgm"
2021-06-25 13:45:03,How many words can you make with 7 letters? Try today’s Spelling Bee. https://t.co/WYt12F4X44 https://t.co/w0u6RqVu6D
2021-06-25 13:30:14,"In Opinion

“For me, the report on UFOs is already DOA,” writes Chris Carter, who created “The X-Files,” of a much-… https://t.co/IcnwbJqjU4"
2021-06-25 13:20:07,"Concern is growing in India that a new coronavirus variant, known as Delta Plus, could cause a third wave of infect… https://t.co/vHqw2GS3wm"
2021-06-25 13:15:04,"In Opinion

The U.S.-Pakistan relationship was “lopsided” during the war on terror, Prime Minister Imran Khan said… https://t.co/wQlfwPknLN"
